,autovalores
"('848.1',)",58177.417972395335
"('846.3',)",47053.525977778234
"('848.2',)",40170.33905756061
"('848.3',)",32727.142685255396
"('838.2',)",18148.200644146687
"('890.3',)",17739.00398448948
"('890.1',)",15878.852977072767
"('890.2',)",15016.494554378898
"('852.1',)",12442.707398132256
"('852r.2',)",8686.872690057777
"('852r.3',)",7973.993175717343
"('852r.1',)",5457.073923025534
"('856.2',)",4851.918695053877
"('864.1',)",4683.161537489174
"('852.2',)",4085.452966163014
"('852.3',)",3671.594656465926
"('888.1',)",3527.8209427859297
"('846.2',)",3050.7758360824114
"('846.1',)",2934.6700082828684
"('888.2',)",2691.875101242505
"('844.3',)",2586.631679255242
"('888.3',)",2454.6984601259473
"('844.2',)",2268.5305869260387
"('844.1',)",1983.8855900089495
"('862.3',)",1930.3374173923087
"('862.2',)",1869.9382249314142
"('862.1',)",1810.2560462167592
"('840.3',)",1420.9348854436023
"('840.2',)",1361.0140614526883
"('840.1',)",1328.946937575798
"('836.3',)",1190.2472987781598
"('836.1',)",1013.9672462780732
"('836.2',)",951.9912302229054
"('842.3',)",825.7376843008193
"('842.2',)",582.1447299415531
"('860.3',)",566.4716022054457
"('834.1',)",548.1478427859236
"('842.1',)",525.2503096956052
"('834.2',)",487.0578083199878
"('860.2',)",463.26584494533427
"('834.3',)",458.02434803711213
"('860.1',)",432.98760590114773
"('858.2',)",400.05458374328634
"('858.3',)",399.5982853253929
"('858.1',)",382.79536133267897
"('832.3',)",360.80674757489396
"('832.2',)",345.1797476411593
"('830.2',)",272.55550408086555
"('830.3',)",268.8033257918985
"('830.1',)",252.80471767485875
"('832.1',)",246.44245833632718
"('854.1',)",227.44125748649216
"('854.2',)",225.13853562559214
"('854.3',)",224.95890418252472
"('828.3',)",176.59281619908717
"('826.2',)",170.622321767522
"('828.2',)",151.41259329883934
"('822.1',)",138.8072763533843
"('828.1',)",134.52273770466763
"('820.1',)",112.12648420784319
"('824.3',)",108.35389634240265
"('824.2',)",96.57789002686043
"('816.3',)",87.11340904046673
"('818.1',)",75.09396048099957
"('824.1',)",74.42577659711574
"('816.2',)",71.95649812309259
"('814r.1',)",68.43440226075703
"('816.1',)",67.42216342972814
"('814r.3',)",62.82768259168676
"('850.2',)",60.9523919218978
"('850.1',)",59.01164499223244
"('850.3',)",58.523065658957414
"('812.3',)",49.389354887970846
"('812.2',)",48.226669987719674
"('814.3',)",45.954628200905326
"('812.1',)",42.67516605682444
"('814.2',)",41.76524297270382
"('814r.2',)",41.378069073818125
"('814.1',)",40.02016898563207
"('808.1',)",29.858259288827647
"('810.2',)",29.136483271537625
"('808.3',)",28.122141016441898
"('806.3',)",26.066994012756908
"('808.2',)",25.803276813865683
"('806.2',)",20.585832652230383
"('802.3',)",20.185533714560034
"('806.1',)",19.92981350109808
"('802.1',)",12.833924860125641
"('802.2',)",12.447699141808421
"('800.3',)",1.1516294424054254
"('sourcebus.3',)",1.142717768071939
"('800.2',)",0.8134704549601953
"('sourcebus.2',)",0.8072156741965731
"('800.1',)",0.5068863848048393
"('sourcebus.1',)",0.5029807493026028
