,autovalores
"('sourcebus.1',)",0.32289007550402093
"('sourcebus.2',)",0.34868731579394147
"('sourcebus.3',)",0.4857758949159565
"('800.1',)",0.3254049937750249
"('800.2',)",0.3513845375998964
"('800.3',)",0.4895634880156073
"('802.1',)",7.971321063568733
"('802.2',)",8.239766186600523
"('802.3',)",8.897183340038987
"('806.1',)",8.652693098293152
"('806.2',)",12.918923965006265
"('806.3',)",13.272309366200309
"('808.1',)",20.311080965105162
"('808.2',)",20.694737092486335
"('808.3',)",21.183758311861947
"('810.2',)",11.981806298488635
"('812.1',)",12.395001858346122
"('812.2',)",19.540242273046236
"('812.3',)",18.09756010450562
"('814.1',)",16.709132222739417
"('814.2',)",16.566654053839635
"('814.3',)",24.955967067188006
"('814r.1',)",17.89510497186061
"('814r.2',)",25.12265504953193
"('814r.3',)",28.552022099962016
"('850.1',)",43.13776881052694
"('850.2',)",24.917443687310097
"('850.3',)",37.67646190107732
"('816.1',)",39.714652725803525
"('816.2',)",38.64830725169398
"('816.3',)",42.853537385086874
"('818.1',)",43.754006596030976
"('824.1',)",47.737911134938784
"('824.2',)",57.95570512112591
"('824.3',)",72.15650805918283
"('820.1',)",75.78914668037217
"('822.1',)",65.53833665800809
"('826.2',)",96.27179316075983
"('828.1',)",106.65570435959124
"('828.2',)",115.17176918123867
"('828.3',)",71.07131449433827
"('830.1',)",72.19242717934979
"('830.2',)",72.641397868847
"('830.3',)",77.91702348048413
"('854.1',)",123.19402021777962
"('854.2',)",107.62963142071901
"('854.3',)",128.13025528995507
"('832.1',)",153.39047588587385
"('832.2',)",154.15724405690383
"('832.3',)",181.9910098764795
"('858.1',)",163.69468110241164
"('858.2',)",193.30913105134783
"('858.3',)",183.6954088757749
"('834.1',)",211.02166514686394
"('834.2',)",210.95123367041495
"('834.3',)",224.82798061297333
"('860.1',)",255.14169833014196
"('860.2',)",286.26093735147856
"('860.3',)",288.0951199438266
"('842.1',)",345.36213491075506
"('842.2',)",336.42763468227184
"('842.3',)",373.05030206847283
"('836.1',)",433.66458324869694
"('836.2',)",601.6721907204717
"('836.3',)",654.8499838235701
"('840.1',)",697.9079810659043
"('840.2',)",767.8840557317454
"('840.3',)",816.0709903536515
"('862.1',)",832.377745469664
"('862.2',)",842.0394083189733
"('862.3',)",872.4162960024487
"('844.1',)",1057.4558142759354
"('844.2',)",899.4934214769534
"('844.3',)",1189.6012406537395
"('846.1',)",1334.6995066114603
"('846.2',)",1583.6083926108024
"('846.3',)",1803.7192445323442
"('848.1',)",1256.6405922871431
"('848.2',)",2123.23471760875
"('848.3',)",2384.730235373336
"('852r.1',)",3797.32523818925
"('852r.2',)",36663.64957613664
"('852r.3',)",5983.97514416188
"('888.1',)",1479.2007161600163
"('888.2',)",3856.0340539149597
"('888.3',)",19839.64432408088
"('856.2',)",32188.21936288916
"('852.1',)",2940.9322828754266
"('852.2',)",2703.8171215596863
"('852.3',)",11715.49670168813
"('864.1',)",24738.752802745694
"('838.2',)",1971.9179602377403
"('890.1',)",13181.201335826436
"('890.2',)",13648.791408611294
"('890.3',)",6571.879057933375
