,autovalores
"('888.1',)",41407.95037245475
"('888.2',)",34140.324486322286
"('838.2',)",26747.060896160634
"('888.3',)",25319.277965587662
"('890.2',)",14740.418903753278
"('890.1',)",14494.033651021156
"('864.1',)",12939.382898601747
"('890.3',)",8321.314348797976
"('852r.2',)",7403.353662672295
"('848.1',)",4825.541807793174
"('848.2',)",4720.795412627201
"('852r.3',)",3368.020839914194
"('852.3',)",3157.091064646407
"('852.2',)",2867.1542596535824
"('856.2',)",2622.831953185308
"('852.1',)",2409.2451999756504
"('848.3',)",2147.110098781391
"('846.3',)",1967.8724562696048
"('846.2',)",1706.6139890344512
"('846.1',)",1680.004418112458
"('844.3',)",1555.3495714261244
"('840.3',)",1476.0689210763198
"('862.1',)",1338.5576159602492
"('862.3',)",1128.5650624081527
"('852r.1',)",1060.9591821167476
"('844.1',)",1036.2800138943453
"('844.2',)",1020.3953857957771
"('862.2',)",989.3483225388992
"('840.2',)",902.0949152242682
"('840.1',)",833.6711463007699
"('836.3',)",767.9964220936973
"('836.2',)",742.6138385575188
"('836.1',)",539.0882854766988
"('842.3',)",466.3022041814824
"('860.2',)",393.13240423968097
"('860.3',)",392.0585381375369
"('842.1',)",339.79586390784914
"('842.2',)",324.21203320860985
"('860.1',)",315.132965442671
"('834.3',)",275.95142140066747
"('858.3',)",267.11676566557867
"('834.2',)",254.69493609894027
"('834.1',)",246.6277035049036
"('858.1',)",228.44666860666584
"('858.2',)",224.202494176676
"('832.3',)",207.93578293287754
"('832.2',)",195.88198664533974
"('830.3',)",180.62603256195752
"('832.1',)",152.41388912581792
"('854.1',)",146.8591698420897
"('854.2',)",146.35247615138525
"('854.3',)",136.11338299641625
"('830.1',)",136.09859133306216
"('820.1',)",122.73261489499023
"('830.2',)",97.21988898368342
"('824.2',)",91.99959962993078
"('824.3',)",90.1908877173294
"('828.2',)",83.13311547613425
"('828.3',)",82.89282992061418
"('828.1',)",73.55437823775813
"('826.2',)",73.5195861056973
"('822.1',)",72.31787482668572
"('824.1',)",59.53082041109911
"('818.1',)",53.16397331656196
"('816.3',)",50.404802880416995
"('850.1',)",48.91958626226608
"('816.1',)",47.77174096676725
"('816.2',)",47.03576666841065
"('850.3',)",44.74660502681294
"('814r.3',)",35.096167703827945
"('814r.2',)",31.938845928111807
"('850.2',)",31.676076087943418
"('814.3',)",29.117572953420133
"('808.3',)",26.669523335092723
"('808.2',)",26.048697921639633
"('808.1',)",25.779831270074244
"('814.1',)",24.86707126433695
"('814.2',)",22.670705885824052
"('814r.1',)",22.44239433838054
"('810.2',)",19.22094934407875
"('812.3',)",19.038464230791515
"('806.3',)",16.498885993862235
"('812.2',)",15.75970179713812
"('812.1',)",15.230917388118604
"('806.2',)",14.89401276193975
"('806.1',)",11.160249886340788
"('802.3',)",10.829316333254608
"('802.2',)",9.468601458996952
"('802.1',)",9.175517542356756
"('800.3',)",0.6225505352239108
"('sourcebus.3',)",0.6177334689071284
"('800.2',)",0.44084149624619157
"('sourcebus.2',)",0.4374544951773829
"('800.1',)",0.37392513160506435
"('sourcebus.1',)",0.37103922444111903
