,autovalores
"('838.2',)",30871.045787722946
"('888.3',)",26995.689698711278
"('856.2',)",21206.192350568137
"('852.2',)",11642.46480168099
"('890.2',)",11203.144478769766
"('890.1',)",10383.755705555286
"('852.1',)",8852.79839579273
"('864.1',)",3933.310013242227
"('888.2',)",3742.859751465223
"('890.3',)",2523.4133875377192
"('852r.3',)",2304.4455254953573
"('852r.2',)",2200.0018119990204
"('852r.1',)",1919.335613192034
"('848.3',)",1507.0170866407257
"('852.3',)",1412.4843362830102
"('848.2',)",1306.0191601542247
"('888.1',)",1124.0294304606894
"('848.1',)",1071.9256704549102
"('846.3',)",955.5984000808754
"('846.2',)",817.4730329533564
"('846.1',)",794.5986337145672
"('844.1',)",733.7877369190393
"('844.2',)",644.437693924831
"('844.3',)",637.4217654472674
"('862.2',)",582.2792116664853
"('862.3',)",540.548179534338
"('862.1',)",515.8878200040639
"('840.3',)",511.92952356769325
"('840.2',)",493.3435561938863
"('840.1',)",482.3734317149579
"('836.3',)",431.78385802357224
"('860.3',)",355.7981190154966
"('836.2',)",278.66357646769166
"('842.1',)",259.97113055167847
"('836.1',)",236.88293426998223
"('842.3',)",229.48124027373328
"('842.2',)",220.3420756708097
"('860.2',)",199.94042788223695
"('860.1',)",162.63810727536574
"('834.2',)",148.8246423937253
"('834.1',)",131.1016227902355
"('858.3',)",126.37237377660358
"('834.3',)",115.49332925458096
"('858.2',)",113.53199657142338
"('832.3',)",109.71120260272005
"('854.2',)",105.93262527605808
"('858.1',)",97.47912234038581
"('832.2',)",91.4707413868607
"('830.3',)",83.91709941868933
"('854.1',)",83.54985890027112
"('854.3',)",69.71400223619875
"('828.3',)",67.7134340831772
"('832.1',)",67.10304460204806
"('830.2',)",65.23646096187771
"('826.2',)",62.60422115699629
"('822.1',)",56.65379383915893
"('830.1',)",55.784985488725695
"('828.1',)",51.3018630138698
"('828.2',)",44.67338592613384
"('816.3',)",42.4807645089728
"('820.1',)",39.62751180867134
"('824.3',)",34.790428945761576
"('824.2',)",33.83946402597907
"('850.3',)",32.8059908596722
"('824.1',)",30.554769590601374
"('818.1',)",28.0130072705291
"('816.2',)",26.370506294768504
"('816.1',)",24.052076045635363
"('850.2',)",22.516122646063373
"('850.1',)",20.343143354482507
"('814.3',)",15.671573543447051
"('814r.1',)",15.093329508131678
"('814r.3',)",14.98221142431301
"('812.1',)",13.04807141833529
"('814.2',)",12.899274098569661
"('814r.2',)",12.751771145182895
"('808.1',)",12.193457975857818
"('806.3',)",11.926911421917229
"('812.2',)",11.611268538845115
"('812.3',)",10.317990188476081
"('814.1',)",10.223223083711353
"('808.2',)",9.898326472376844
"('802.3',)",7.751459126901037
"('808.3',)",7.4508841256573115
"('810.2',)",7.197412132177299
"('806.1',)",6.340210820393477
"('806.2',)",6.167766790111242
"('802.2',)",5.083431773476595
"('802.1',)",4.926281466772609
"('800.3',)",0.29421000206277975
"('sourcebus.3',)",0.291936383417858
"('800.2',)",0.2503257272750867
"('sourcebus.2',)",0.24839359939658584
"('800.1',)",0.20076089230805003
"('sourcebus.1',)",0.1992147057526561
