,autovalores
"('sourcebus.1',)",0.47067992299962125
"('sourcebus.2',)",0.7026652934016072
"('sourcebus.3',)",0.9946519531110336
"('800.1',)",0.47433563660281663
"('800.2',)",0.7081095641313121
"('800.3',)",1.0024088814277163
"('802.1',)",11.647564733955765
"('802.2',)",12.010100821455545
"('802.3',)",18.8791738294188
"('806.1',)",17.35779042183037
"('806.2',)",17.921382499281243
"('806.3',)",26.142621325509538
"('808.1',)",24.39216770948484
"('808.2',)",38.38822272284647
"('808.3',)",41.951444346804045
"('810.2',)",24.14756929689367
"('812.1',)",25.36525064863485
"('812.2',)",24.491325091382894
"('812.3',)",42.96875642674579
"('814.1',)",36.36777128644621
"('814.2',)",37.38720720304608
"('814.3',)",40.01939165748927
"('814r.1',)",36.02659378956019
"('814r.2',)",63.25066721774324
"('814r.3',)",55.026467403176916
"('850.1',)",51.38286556189261
"('850.2',)",50.95794682985872
"('850.3',)",57.00898347279701
"('816.1',)",62.9002506809805
"('816.2',)",65.9706503744402
"('816.3',)",76.1307619687424
"('818.1',)",74.82434849854596
"('824.1',)",74.05627861061694
"('824.2',)",84.34686910582657
"('824.3',)",94.63015524110367
"('820.1',)",148.47496005600013
"('822.1',)",126.11809712531556
"('826.2',)",105.00576312186426
"('828.1',)",117.46863105986793
"('828.2',)",132.32928404957167
"('828.3',)",154.38408357126318
"('830.1',)",197.96752138702792
"('830.2',)",246.56143191746008
"('830.3',)",236.8936158415425
"('854.1',)",219.93075167307114
"('854.2',)",204.45176503793178
"('854.3',)",207.20973610842597
"('832.1',)",215.7996994146049
"('832.2',)",313.28902134059103
"('832.3',)",317.3289095247949
"('858.1',)",333.92007229855926
"('858.2',)",353.54728515367043
"('858.3',)",361.58788223889707
"('834.1',)",398.4496320568398
"('834.2',)",425.51129812625214
"('834.3',)",508.2688368850542
"('860.1',)",414.1590361655779
"('860.2',)",406.20047356403376
"('860.3',)",465.67317644607687
"('842.1',)",522.6843292347867
"('842.2',)",511.9366003893199
"('842.3',)",725.7418059300518
"('836.1',)",837.1436708387315
"('836.2',)",947.4578163390257
"('836.3',)",1102.49720276226
"('840.1',)",1224.7353879793602
"('840.2',)",1247.1324788216086
"('840.3',)",1255.9953981724675
"('862.1',)",1588.2122210474677
"('862.2',)",1638.8083318251443
"('862.3',)",1752.184186084733
"('844.1',)",1685.2784784798757
"('844.2',)",2099.9165397019715
"('844.3',)",2311.1999089710266
"('846.1',)",2398.780819825066
"('846.2',)",7620.721968074444
"('846.3',)",7104.222434937504
"('848.1',)",2737.0785092186325
"('848.2',)",2141.0047655832464
"('848.3',)",2645.423703110187
"('852r.1',)",53862.986376144654
"('852r.2',)",40927.015244482805
"('852r.3',)",3180.1326569108996
"('888.1',)",4866.4627205092675
"('888.2',)",11115.876574658228
"('888.3',)",31313.217072010455
"('856.2',)",3678.64498985212
"('852.1',)",15158.23344880106
"('852.2',)",38572.55818011393
"('852.3',)",3403.5256195235147
"('864.1',)",4205.6774873001095
"('838.2',)",4309.941942736682
"('890.1',)",17274.858707041272
"('890.2',)",16968.7554627233
"('890.3',)",13220.634970009753
