,autovalores
"('sourcebus.1',)",0.19723351622852422
"('sourcebus.2',)",0.24680668295088468
"('sourcebus.3',)",0.28928636538244684
"('800.1',)",0.1987642941941435
"('800.2',)",0.24872664154169188
"('800.3',)",0.29153922903138624
"('802.1',)",4.87743455595385
"('802.2',)",5.032885977968563
"('802.3',)",7.675129453328227
"('806.1',)",11.806130132683023
"('806.2',)",12.070137344541855
"('806.3',)",6.299717666591395
"('808.1',)",6.128538284183154
"('808.2',)",12.926219034223342
"('808.3',)",9.840410593120312
"('810.2',)",7.383287679362232
"('812.1',)",7.131868379058171
"('812.2',)",11.499354185256403
"('812.3',)",10.215556486960278
"('814.1',)",10.121603647931979
"('814.2',)",12.81709501473974
"('814.3',)",15.52067828532791
"('814r.1',)",14.956059293927858
"('814r.2',)",12.670324513196174
"('814r.3',)",20.218516136654394
"('850.1',)",14.84635056271042
"('850.2',)",22.30253748422511
"('850.3',)",32.63290603282773
"('816.1',)",42.05449124822211
"('816.2',)",23.816620659838488
"('816.3',)",26.135548527041788
"('818.1',)",27.77784409584622
"('824.1',)",30.363134268523844
"('824.2',)",34.46980262698391
"('824.3',)",33.62120849191826
"('820.1',)",39.272121893770965
"('822.1',)",56.083618293342084
"('826.2',)",50.91367305016937
"('828.1',)",61.970276697405126
"('828.2',)",44.23295322533188
"('828.3',)",67.03010044800506
"('830.1',)",55.42981473099496
"('830.2',)",83.29237791616191
"('830.3',)",64.65316188266677
"('854.1',)",67.00664490233768
"('854.2',)",82.82070555883236
"('854.3',)",69.64237413820635
"('832.1',)",105.16728035646791
"('832.2',)",90.56515161274442
"('832.3',)",108.64602455927943
"('858.1',)",96.52558377581661
"('858.2',)",125.14478347298976
"('858.3',)",112.38393033457098
"('834.1',)",114.44287087587945
"('834.2',)",129.87143326065717
"('834.3',)",147.6081678422784
"('860.1',)",161.3397154320682
"('860.2',)",258.55295178211634
"('860.3',)",198.53415084129512
"('842.1',)",235.25138038038958
"('842.2',)",227.36766647525354
"('842.3',)",219.18535981084423
"('836.1',)",276.4808924942964
"('836.2',)",352.23701618432034
"('836.3',)",427.75600334597806
"('840.1',)",477.83850446377016
"('840.2',)",490.0706857578288
"('840.3',)",507.5686720974423
"('862.1',)",511.24031349577547
"('862.2',)",578.7354312898043
"('862.3',)",726.9343647456961
"('844.1',)",535.3216789707244
"('844.2',)",631.4131049528618
"('844.3',)",640.1315077414963
"('846.1',)",810.1764416502559
"('846.2',)",788.0753850932576
"('846.3',)",946.4667681712211
"('848.1',)",1064.4765176446178
"('848.2',)",1294.2558767517994
"('848.3',)",1906.0156563632536
"('852r.1',)",1493.5782332772148
"('852r.2',)",2183.8887444401025
"('852r.3',)",2285.2485535435712
"('888.1',)",1113.5947595727841
"('888.2',)",3709.576083038132
"('888.3',)",21148.502014759688
"('856.2',)",26892.59427446479
"('852.1',)",8798.577195649097
"('852.2',)",1403.8688535527897
"('852.3',)",3895.1155668754423
"('864.1',)",2505.2573914103928
"('838.2',)",11524.509180056313
"('890.1',)",30805.039792133106
"('890.2',)",10329.123142266591
"('890.3',)",11157.235441517116
