,autovalores
"('848.3',)",52344.4992781307
"('852r.3',)",38869.245286036064
"('864.1',)",38023.29915950815
"('888.1',)",30796.64260201989
"('890.1',)",16963.263359483248
"('890.2',)",16706.511423772416
"('856.2',)",14918.805808838246
"('838.2',)",12587.293400357325
"('888.2',)",10653.788473249513
"('846.2',)",7258.333391759645
"('846.3',)",6803.790479100805
"('852r.2',)",4664.341257275255
"('890.3',)",4141.181783213958
"('852.3',)",4038.7051734228903
"('888.3',)",3530.267410142845
"('852.2',)",3327.580726036628
"('852r.1',)",3040.771690279513
"('852.1',)",2647.08103213092
"('848.1',)",2527.4696569902144
"('844.2',)",2299.0604973940763
"('848.2',)",2215.547110754605
"('844.3',)",2043.425837493029
"('846.1',)",2029.7728875748817
"('862.3',)",1672.6865039125353
"('844.1',)",1602.9459765941515
"('862.2',)",1560.4603986661978
"('862.1',)",1513.3275468916324
"('840.3',)",1219.089945689437
"('840.2',)",1206.128292606784
"('840.1',)",1170.5147376218633
"('836.3',)",1070.922371730077
"('836.2',)",923.8255578563483
"('836.1',)",798.2467625842656
"('842.3',)",691.9413018646961
"('860.1',)",507.213197381912
"('834.3',)",494.3310147391749
"('842.2',)",488.37744645720056
"('842.1',)",445.97941666927585
"('834.2',)",404.7431996844039
"('860.2',)",397.2294212496269
"('860.3',)",396.6033786439151
"('834.1',)",378.436948858834
"('858.3',)",348.3282455840582
"('832.3',)",337.62005776555094
"('858.2',)",317.43714379232256
"('858.1',)",306.1544904399886
"('832.2',)",298.35498776623433
"('854.1',)",238.59896923704858
"('830.3',)",225.05569505371656
"('830.2',)",208.88216960702303
"('832.1',)",205.42780249818722
"('854.3',)",200.85858546906235
"('854.2',)",197.2860919928696
"('828.2',)",188.0602593407094
"('830.1',)",146.88690272523513
"('820.1',)",141.03338410078905
"('828.3',)",125.885188283207
"('822.1',)",121.7062287388694
"('828.1',)",111.71965039780912
"('826.2',)",102.46169735624458
"('824.3',)",90.00686849722142
"('818.1',)",80.22891818303911
"('824.1',)",74.71486085646652
"('824.2',)",73.90625975156408
"('816.2',)",72.42384833751635
"('816.3',)",63.92210754884948
"('814r.2',)",61.47059616595273
"('816.1',)",61.23323132350006
"('850.3',)",55.60105483588353
"('814r.3',)",52.39525823858714
"('850.1',)",48.819741601088296
"('850.2',)",48.416154167307226
"('810.2',)",40.812906986231575
"('808.3',)",39.844134884965634
"('814.2',)",38.024636192767005
"('808.2',)",36.87413588215333
"('814.1',)",36.445164401169
"('814.3',)",34.55549731633237
"('814r.1',)",34.22965671772856
"('806.3',)",24.885807096098773
"('812.1',)",24.09848355058977
"('808.1',)",23.79480465232856
"('812.2',)",23.55704940441689
"('812.3',)",23.271145807863032
"('802.3',)",18.414166801459313
"('806.2',)",17.026829825800043
"('806.1',)",16.49403361032689
"('802.2',)",11.716295580840605
"('802.1',)",11.362156874772655
"('800.3',)",0.9522959978423838
"('sourcebus.3',)",0.9449268816535759
"('800.2',)",0.672740730129044
"('sourcebus.2',)",0.6675685689178615
"('800.1',)",0.4627270434614238
"('sourcebus.1',)",0.4591604386326955
