,autovalores
"('sourcebus.1',)",0.03893082928257675
"('sourcebus.2',)",0.05404073153184179
"('sourcebus.3',)",0.03923275860452927
"('800.1',)",0.10100880049755236
"('800.2',)",0.0544624921756754
"('800.3',)",0.1017966366435386
"('802.1',)",0.9646990051388453
"('802.2',)",0.9935839013094444
"('802.3',)",1.5411371923972779
"('806.1',)",1.3795730368741213
"('806.2',)",1.3396696339651781
"('806.3',)",2.2477091446198836
"('808.1',)",2.2980388343905314
"('808.2',)",2.6616056377847954
"('808.3',)",2.0188614290954088
"('810.2',)",2.204973377579523
"('812.1',)",1.9985935682219476
"('812.2',)",2.803425192111498
"('812.3',)",3.1290918439336357
"('814.1',)",3.8250846535515564
"('814.2',)",2.496346082290626
"('814.3',)",2.580404805159443
"('814r.1',)",2.774927341710152
"('814r.2',)",4.35443401360226
"('814r.3',)",4.750831011641439
"('850.1',)",8.072743404957233
"('850.2',)",5.231093024036017
"('850.3',)",5.299740967347099
"('816.1',)",5.190313060546832
"('816.2',)",6.600534079915343
"('816.3',)",10.575676179472183
"('818.1',)",7.808463932001142
"('824.1',)",7.3464576133690525
"('824.2',)",7.4762969226809055
"('824.3',)",11.804906888965728
"('820.1',)",8.791087648136337
"('822.1',)",12.546453180594304
"('826.2',)",14.098258378587893
"('828.1',)",12.105510199731063
"('828.2',)",12.213102704635885
"('828.3',)",13.765537941120854
"('830.1',)",13.779998036590872
"('830.2',)",17.184041717602042
"('830.3',)",17.840974491124452
"('854.1',)",21.283189356781826
"('854.2',)",21.56817973711881
"('854.3',)",19.51686881111608
"('832.1',)",23.78299644445215
"('832.2',)",30.158626190781696
"('832.3',)",26.011141260410792
"('858.1',)",24.167821619204187
"('858.2',)",22.7818851959908
"('858.3',)",27.00464357853355
"('834.1',)",34.34970616125036
"('834.2',)",42.88645070659874
"('834.3',)",37.784391279533146
"('860.1',)",50.755672965536036
"('860.2',)",45.10179849482872
"('860.3',)",68.1811803281862
"('842.1',)",63.914655635065046
"('842.2',)",70.129604326527
"('842.3',)",89.74103615456444
"('836.1',)",87.66273401642013
"('836.2',)",85.49781699232064
"('836.3',)",91.40593570964602
"('840.1',)",108.30096550102773
"('840.2',)",109.1788232541298
"('840.3',)",115.2906588484344
"('862.1',)",139.1329974111558
"('862.2',)",147.96484026958933
"('862.3',)",152.5664855103078
"('844.1',)",161.720700987108
"('844.2',)",190.04440245853874
"('844.3',)",195.28756249820876
"('846.1',)",223.80338103542806
"('846.2',)",242.82847416863373
"('846.3',)",149.81912877190788
"('848.1',)",385.96716157465903
"('848.2',)",300.53509453006967
"('848.3',)",437.36574844772855
"('852r.1',)",2192.6023176121357
"('852r.2',)",553.3586431893912
"('852r.3',)",705.4451330670931
"('888.1',)",1007.4105542527232
"('888.2',)",2547.108045030661
"('888.3',)",2974.6018991453325
"('856.2',)",278.06054209525627
"('852.1',)",283.1220541070633
"('852.2',)",482.5218321043474
"('852.3',)",15416.954401219646
"('864.1',)",13302.261204355487
"('838.2',)",5220.742224696523
"('890.1',)",818.0067809830919
"('890.2',)",862.8574548272707
"('890.3',)",22692.793059766638
