,autovalores
"('sourcebus.1',)",0.27519018809361806
"('sourcebus.2',)",0.30313641067365166
"('sourcebus.3',)",0.40049467744863987
"('800.1',)",0.27732973529125404
"('800.2',)",0.3054867143940193
"('800.3',)",0.4036167086388332
"('802.1',)",6.794369794919793
"('802.2',)",7.021844527263681
"('802.3',)",7.736549619414067
"('806.1',)",7.5266843227071805
"('806.2',)",10.728110694558316
"('806.3',)",11.900144604719246
"('808.1',)",16.673290567092057
"('808.2',)",17.02956574167169
"('808.3',)",10.219982230358625
"('810.2',)",9.879198423829411
"('812.1',)",17.716277740443427
"('812.2',)",14.240064712510359
"('812.3',)",16.082013689652292
"('814.1',)",15.740696411190019
"('814.2',)",14.119168771650475
"('814.3',)",15.560812186660808
"('814r.1',)",21.3219022749107
"('814r.2',)",20.71268800369395
"('814r.3',)",24.878130303621198
"('850.1',)",20.547288712217387
"('850.2',)",31.082062993307556
"('850.3',)",38.98256811259164
"('816.1',)",59.26330132343626
"('816.2',)",32.96783659953688
"('816.3',)",34.44394209273292
"('818.1',)",37.546350056594626
"('824.1',)",37.313385185368546
"('824.2',)",41.438047346904575
"('824.3',)",47.82417327055414
"('820.1',)",54.16607101562284
"('822.1',)",65.68181008839696
"('826.2',)",79.06922924419872
"('828.1',)",87.52504701186984
"('828.2',)",61.51896072641193
"('828.3',)",94.56829264563214
"('830.1',)",67.98115746594553
"('830.2',)",69.82368422364308
"('830.3',)",106.96940125542028
"('854.1',)",71.72493950357598
"('854.2',)",89.05595451714743
"('854.3',)",133.9828440945284
"('832.1',)",110.19013304045338
"('832.2',)",126.98044360995587
"('832.3',)",134.94017106556362
"('858.1',)",151.02581422471883
"('858.2',)",174.39397420108205
"('858.3',)",158.6640585614179
"('834.1',)",155.1947243677788
"('834.2',)",177.99206526420346
"('834.3',)",192.90510970805965
"('860.1',)",214.70925259520806
"('860.2',)",495.3850715161229
"('860.3',)",250.8458069769732
"('842.1',)",261.23594603600054
"('842.2',)",365.66388786792385
"('842.3',)",296.12379568545106
"('836.1',)",310.9269139084383
"('836.2',)",311.4573248010102
"('836.3',)",576.8274933033354
"('840.1',)",603.2818449971369
"('840.2',)",663.2221006828644
"('840.3',)",678.3866653367476
"('862.1',)",718.2617032579976
"('862.2',)",700.0404856570194
"('862.3',)",787.3385328020508
"('844.1',)",743.3781645387794
"('844.2',)",995.9137147078254
"('844.3',)",1108.470979769621
"('846.1',)",1056.257506521612
"('846.2',)",874.9457954711221
"('846.3',)",1526.59850540943
"('848.1',)",1301.2790887784947
"('848.2',)",2021.2011054367288
"('848.3',)",1725.0500448142159
"('852r.1',)",1333.9228355927473
"('852r.2',)",2388.5975721404066
"('852r.3',)",16279.603102190193
"('888.1',)",23298.548242460787
"('888.2',)",5028.172556727474
"('888.3',)",3144.8152449313247
"('856.2',)",1774.5845523490225
"('852.1',)",33800.102997875554
"('852.2',)",10664.958425726758
"('852.3',)",3266.7188669331476
"('864.1',)",2662.42685545498
"('838.2',)",30440.963712589808
"('890.1',)",5429.430989740729
"('890.2',)",12147.181431910287
"('890.3',)",12744.36841906242
