,autovalores
"('sourcebus.1',)",0.168996150579589
"('sourcebus.2',)",0.2532281021917119
"('sourcebus.3',)",0.22186340184925923
"('800.1',)",0.17030745625521915
"('800.2',)",0.2235918854812476
"('800.3',)",0.25519827953997365
"('802.1',)",4.180783437348599
"('802.2',)",4.312455440577174
"('802.3',)",6.587915310722994
"('806.1',)",10.09033494890196
"('806.2',)",10.317575821191152
"('806.3',)",5.663128592630197
"('808.1',)",5.510894831424419
"('808.2',)",11.176781483945037
"('808.3',)",6.463587844922299
"('810.2',)",6.241139182543038
"('812.1',)",8.94493250690776
"('812.2',)",9.945979897463973
"('812.3',)",8.755047979805315
"('814.1',)",8.673121225763698
"('814.2',)",13.35503602884363
"('814.3',)",11.523949236379547
"('814r.1',)",13.08972841571592
"('814r.2',)",11.389874580755718
"('814r.3',)",12.997889706314592
"('850.1',)",18.24402645410717
"('850.2',)",19.413136485747316
"('850.3',)",30.05279753146257
"('816.1',)",36.01055429912666
"('816.2',)",20.449334475346625
"('816.3',)",22.643630843331216
"('818.1',)",24.485835715827253
"('824.1',)",27.33173026494587
"('824.2',)",30.205037000000985
"('824.3',)",30.120146288400292
"('820.1',)",34.4354423515401
"('822.1',)",47.985986318914144
"('826.2',)",45.25274602852902
"('828.1',)",52.96521818960235
"('828.2',)",37.94739107745863
"('828.3',)",57.32284016602031
"('830.1',)",49.83646135989346
"('830.2',)",56.71456280818266
"('830.3',)",74.20613144963485
"('854.1',)",65.40325468914334
"('854.2',)",72.13696590349717
"('854.3',)",68.44656084554606
"('832.1',)",77.68292287737845
"('832.2',)",94.0754763931377
"('832.3',)",93.31784610523854
"('858.1',)",96.07731971208857
"('858.2',)",82.96923242703028
"('858.3',)",107.66576235242181
"('834.1',)",99.28763918126788
"('834.2',)",112.22625349258111
"('834.3',)",129.70301473487214
"('860.1',)",142.9589954665043
"('860.2',)",177.7246537215791
"('860.3',)",237.53578880134327
"('842.1',)",211.2575513270982
"('842.2',)",197.22959559738618
"('842.3',)",201.96193063688486
"('836.1',)",245.61118675007995
"('836.2',)",301.61828044377563
"('836.3',)",369.54326020449736
"('840.1',)",410.84897663149894
"('840.2',)",441.8692256854687
"('840.3',)",447.0701113346201
"('862.1',)",444.19878269012304
"('862.2',)",460.8950389227102
"('862.3',)",526.9412375125199
"('844.1',)",545.8919074081298
"('844.2',)",573.9574318381153
"('844.3',)",628.3865735602233
"('846.1',)",707.46784591102
"('846.2',)",696.8851705192708
"('846.3',)",816.2390959298438
"('848.1',)",1127.9473877242788
"('848.2',)",1706.7135583682336
"('848.3',)",967.6148430991178
"('852r.1',)",1912.515694015305
"('852r.2',)",2039.3356227825375
"('852r.3',)",3233.714357726618
"('888.1',)",3351.787077469819
"('888.2',)",1302.0266031270548
"('888.3',)",20294.041936444653
"('856.2',)",25374.08065921411
"('852.1',)",7976.917870407148
"('852.2',)",9848.99873157818
"('852.3',)",948.3087905855916
"('864.1',)",1276.4886935299626
"('838.2',)",29867.497645666448
"('890.1',)",9478.46436706329
"('890.2',)",10462.200045614529
"('890.3',)",2252.958407388771
