,autovalores
"('848.2',)",45382.35806252151
"('852r.3',)",35563.15445494771
"('888.2',)",30018.73324953076
"('852.2',)",28290.236858651107
"('890.2',)",15509.4869883921
"('890.3',)",15438.109908549168
"('852.1',)",13741.637760490614
"('890.1',)",9812.651082679078
"('888.1',)",8571.894056462837
"('848.3',)",5677.216154705887
"('852r.1',)",5464.066973351704
"('852r.2',)",3793.3962422214677
"('856.2',)",3505.7372225867625
"('864.1',)",3259.1519106505066
"('888.3',)",2958.8766228551995
"('838.2',)",2799.8681250120726
"('852.3',)",2436.5639286750943
"('848.1',)",2244.8732769968847
"('846.2',)",1982.9905636991653
"('846.3',)",1889.4702678681083
"('846.1',)",1796.3810776331648
"('844.3',)",1703.9403819995127
"('844.2',)",1579.691384732606
"('844.1',)",1321.3315824371937
"('862.3',)",1248.8669199547442
"('862.1',)",1219.4535983958285
"('862.2',)",1190.770758961671
"('840.3',)",1076.0945294371027
"('840.2',)",1010.9946695303314
"('840.1',)",935.2360348854813
"('836.3',)",899.7225923867721
"('836.2',)",812.1967032205744
"('836.1',)",629.447692234367
"('842.3',)",545.2275938664988
"('860.2',)",435.05505641557346
"('834.3',)",430.42101926853775
"('842.2',)",388.8806512927379
"('860.3',)",362.2404540273504
"('842.1',)",351.560425426741
"('860.1',)",319.8025287185141
"('834.2',)",315.0119749813638
"('858.3',)",292.3482316137701
"('834.1',)",288.5091666839995
"('858.1',)",267.1912763005141
"('858.2',)",255.54190200429645
"('832.3',)",245.80287989705198
"('832.2',)",231.57075972959404
"('854.1',)",202.01089042220633
"('830.3',)",174.00870527884186
"('832.1',)",170.7618899829098
"('854.2',)",164.87409149578085
"('830.2',)",161.34599406631673
"('854.3',)",160.34636452459665
"('828.1',)",145.407181932376
"('830.1',)",114.46191381220639
"('824.2',)",109.01184084687303
"('824.3',)",101.68002145343124
"('828.2',)",97.97765700051721
"('828.3',)",90.45756810200541
"('826.2',)",86.79179160591302
"('822.1',)",74.0744180540363
"('820.1',)",73.029227283462
"('824.1',)",70.075864466692
"('818.1',)",62.50126581252974
"('816.1',)",56.37104307953566
"('816.3',)",55.19654784508724
"('814r.2',)",53.48282283535781
"('816.2',)",52.628362534357166
"('850.3',)",48.9098488192786
"('814r.3',)",41.05476906685579
"('850.1',)",37.79299086066743
"('850.2',)",37.481175884731314
"('814.3',)",31.949983248517828
"('810.2',)",31.552786471276818
"('808.3',)",30.79034493657904
"('808.2',)",29.89446566681947
"('814.2',)",29.43314884552699
"('814.1',)",26.77304824292238
"('814r.1',)",26.512462374729754
"('808.1',)",20.964786287478933
"('812.3',)",20.760120549135042
"('806.3',)",19.42839049065685
"('812.2',)",18.650613711037778
"('812.1',)",18.020045644913722
"('802.3',)",16.223165568811044
"('806.1',)",13.185720840397572
"('806.2',)",12.78443077954336
"('802.2',)",10.324881147112162
"('802.1',)",10.009670334363237
"('800.3',)",0.7368413223385474
"('sourcebus.3',)",0.7311396513290336
"('800.2',)",0.5208965930008354
"('sourcebus.2',)",0.5168929708850314
"('800.1',)",0.4077526731765575
"('sourcebus.1',)",0.40460777248092883
