,autovalores
"('852r.3',)",35816.69639870593
"('856.2',)",31754.45907846448
"('888.1',)",24343.622600234474
"('852r.2',)",18833.835877646652
"('890.2',)",13412.684503396446
"('890.1',)",12907.490865213627
"('888.3',)",11443.14767559382
"('890.3',)",6249.592182725407
"('852r.1',)",5716.652070673035
"('888.2',)",3688.09556520897
"('864.1',)",3614.850135288935
"('838.2',)",2864.5813147882063
"('848.3',)",2616.9940048980793
"('848.2',)",2285.7750141059687
"('848.1',)",2025.560254590706
"('852.3',)",1899.6277240463166
"('846.3',)",1730.205484364836
"('846.2',)",1510.12765504035
"('852.2',)",1434.5115049187473
"('846.1',)",1270.7021698471665
"('852.1',)",1200.3948063386333
"('844.3',)",1135.4490244135482
"('844.2',)",1005.8781214734549
"('844.1',)",859.7874421701357
"('862.3',)",845.5106470252726
"('862.2',)",801.9386217839271
"('862.1',)",798.5653664262087
"('840.3',)",776.8084615014012
"('840.2',)",740.8170884568358
"('840.1',)",670.6961708756016
"('836.3',)",635.3047737998213
"('836.2',)",571.7695608923558
"('836.1',)",414.3849463286046
"('860.3',)",355.7454222797933
"('860.2',)",335.95461323024847
"('842.1',)",325.419048561251
"('842.3',)",280.8169785377041
"('842.2',)",276.4384460084042
"('860.1',)",243.76257796897207
"('834.3',)",215.745559842478
"('834.2',)",202.01646685651934
"('834.1',)",200.69012915370394
"('858.2',)",183.5213352852641
"('858.3',)",175.81328586122393
"('858.1',)",173.3070496823191
"('832.3',)",155.57094488159382
"('854.1',)",148.06289498790466
"('832.2',)",146.48503150338976
"('832.1',)",123.2562341677775
"('854.2',)",118.7178690221291
"('828.3',)",109.35201429163024
"('854.3',)",102.38246898335245
"('828.1',)",101.2509268671801
"('820.1',)",91.41242026665364
"('830.3',)",74.81508774416083
"('826.2',)",73.00182473798452
"('830.2',)",72.41701628829536
"('830.1',)",70.76547696918809
"('828.2',)",69.5728545222547
"('816.3',)",68.51376862538862
"('822.1',)",62.32265563657419
"('824.3',)",55.0930436508233
"('824.2',)",45.79859544535794
"('824.1',)",42.20656598457497
"('850.2',)",42.0025309105371
"('818.1',)",41.17445183268022
"('816.1',)",38.27419144875347
"('816.2',)",37.212754992313585
"('850.3',)",35.81576810049941
"('814r.3',)",27.46164426835869
"('814r.1',)",24.015886821029987
"('814r.2',)",23.872918215794016
"('850.1',)",23.67992991501044
"('812.1',)",20.20795793135553
"('808.2',)",19.668616388492588
"('808.1',)",19.284434018520926
"('814.1',)",18.562671940246048
"('812.3',)",17.3601724370338
"('814.3',)",17.161504963105152
"('812.2',)",16.10472753154212
"('814.2',)",15.970839311098496
"('806.3',)",12.87246644182021
"('806.2',)",12.329299264339749
"('810.2',)",11.779045105213259
"('808.3',)",11.386584931589885
"('802.3',)",8.532192031565652
"('806.1',)",8.301568509923488
"('802.2',)",7.943458565740657
"('802.1',)",7.682126519544038
"('800.3',)",0.465222248222628
"('sourcebus.3',)",0.4616231208660655
"('800.2',)",0.33694827300258556
"('sourcebus.2',)",0.33436128758269773
"('800.1',)",0.3137131873220375
"('sourcebus.1',)",0.3112888790745632
